role,label,score,stage_rel,source_rel
test_normal,0,1.9913043975830078,test/good/test_normal__test__good__1_831.bmp,test/good/1_831.bmp
test_normal,0,1.929247260093689,test/good/test_normal__test__good__1_704.bmp,test/good/1_704.bmp
test_normal,0,1.901516079902649,test/good/test_normal__test__good__1_61.bmp,test/good/1_61.bmp
test_normal,0,3.1846413016319275,test/good/test_normal__test__good__4_107.bmp,test/good/4_107.bmp
test_normal,0,1.8430270552635193,test/good/test_normal__test__good__4_118.bmp,test/good/4_118.bmp
test_normal,0,1.6428775787353516,test/good/test_normal__test__good__1_859.bmp,test/good/1_859.bmp
test_normal,0,1.9708142578601837,test/good/test_normal__test__good__2_862.bmp,test/good/2_862.bmp
test_normal,0,1.664574682712555,test/good/test_normal__test__good__1_871.bmp,test/good/1_871.bmp
test_normal,0,1.733513057231903,test/good/test_normal__test__good__1_720.bmp,test/good/1_720.bmp
test_normal,0,1.9026464819908142,test/good/test_normal__test__good__1_750.bmp,test/good/1_750.bmp
calib_normal,0,1.9402466118335724,test/good/calib_normal__train__good__1_679.bmp,train/good/1_679.bmp
test_normal,0,1.825989544391632,test/good/test_normal__test__good__2_645.bmp,test/good/2_645.bmp
test_normal,0,1.8319033086299896,test/good/test_normal__test__good__2_851.bmp,test/good/2_851.bmp
test_normal,0,1.955110251903534,test/good/test_normal__test__good__3_134.bmp,test/good/3_134.bmp
test_normal,0,1.9191822409629822,test/good/test_normal__test__good__2_767.bmp,test/good/2_767.bmp
calib_normal,0,1.9724188446998596,test/good/calib_normal__train__good__2_127.bmp,train/good/2_127.bmp
test_normal,0,1.828267514705658,test/good/test_normal__test__good__2_720.bmp,test/good/2_720.bmp
test_normal,0,2.208112895488739,test/good/test_normal__test__good__1_718.bmp,test/good/1_718.bmp
test_normal,0,1.7761024832725525,test/good/test_normal__test__good__1_888.bmp,test/good/1_888.bmp
test_normal,0,2.373335301876068,test/good/test_normal__test__good__1_76.bmp,test/good/1_76.bmp
test_normal,0,1.8754779696464539,test/good/test_normal__test__good__2_760.bmp,test/good/2_760.bmp
calib_normal,0,1.681384801864624,test/good/calib_normal__train__good__1_916.bmp,train/good/1_916.bmp
test_normal,0,2.475467622280121,test/good/test_normal__test__good__4_116.bmp,test/good/4_116.bmp
test_normal,0,2.2436680793762207,test/good/test_normal__test__good__3_135.bmp,test/good/3_135.bmp
test_normal,0,1.9231680631637573,test/good/test_normal__test__good__2_814.bmp,test/good/2_814.bmp
test_normal,0,1.8717746436595917,test/good/test_normal__test__good__2_631.bmp,test/good/2_631.bmp
test_normal,0,2.0865163803100586,test/good/test_normal__test__good__4_87.bmp,test/good/4_87.bmp
test_normal,0,1.8780251741409302,test/good/test_normal__test__good__2_685.bmp,test/good/2_685.bmp
test_normal,0,1.7848568856716156,test/good/test_normal__test__good__1_777.bmp,test/good/1_777.bmp
calib_normal,0,1.634835809469223,test/good/calib_normal__train__good__1_641.bmp,train/good/1_641.bmp
test_normal,0,1.6051830649375916,test/good/test_normal__test__good__1_852.bmp,test/good/1_852.bmp
test_normal,0,1.8886140584945679,test/good/test_normal__test__good__2_766.bmp,test/good/2_766.bmp
test_normal,0,2.084147810935974,test/good/test_normal__test__good__1_747.bmp,test/good/1_747.bmp
test_normal,0,1.5372107326984406,test/good/test_normal__test__good__1_117.bmp,test/good/1_117.bmp
calib_normal,0,1.932809591293335,test/good/calib_normal__train__good__2_643.bmp,train/good/2_643.bmp
test_normal,0,1.9951794743537903,test/good/test_normal__test__good__4_85.bmp,test/good/4_85.bmp
test_normal,0,2.003385365009308,test/good/test_normal__test__good__2_775.bmp,test/good/2_775.bmp
test_normal,0,1.5797277688980103,test/good/test_normal__test__good__1_764.bmp,test/good/1_764.bmp
calib_normal,0,1.9923279881477356,test/good/calib_normal__train__good__1_788.bmp,train/good/1_788.bmp
test_normal,0,1.6514094471931458,test/good/test_normal__test__good__1_854.bmp,test/good/1_854.bmp
calib_normal,0,1.621627151966095,test/good/calib_normal__train__good__1_830.bmp,train/good/1_830.bmp
test_normal,0,2.2287240028381348,test/good/test_normal__test__good__2_115.bmp,test/good/2_115.bmp
test_normal,0,1.7552731335163116,test/good/test_normal__test__good__1_732.bmp,test/good/1_732.bmp
calib_normal,0,2.0557798743247986,test/good/calib_normal__train__good__2_730.bmp,train/good/2_730.bmp
test_normal,0,1.7953179478645325,test/good/test_normal__test__good__1_670.bmp,test/good/1_670.bmp
test_normal,0,2.1070059537887573,test/good/test_normal__test__good__4_70.bmp,test/good/4_70.bmp
test_normal,0,2.0638355016708374,test/good/test_normal__test__good__2_715.bmp,test/good/2_715.bmp
