role,label,score,stage_rel,source_rel
test_normal,0,0.33048009872436523,test/good/test_normal__test__good__1_831.bmp,test/good/1_831.bmp
test_normal,0,0.32248014211654663,test/good/test_normal__test__good__1_704.bmp,test/good/1_704.bmp
calib_normal,0,0.16141998767852783,test/good/calib_normal__train__good__1_654.bmp,train/good/1_654.bmp
test_normal,0,0.28063029050827026,test/good/test_normal__test__good__1_61.bmp,test/good/1_61.bmp
test_normal,0,1.4571356773376465,test/good/test_normal__test__good__4_107.bmp,test/good/4_107.bmp
calib_normal,0,0.15405312180519104,test/good/calib_normal__train__good__1_905.bmp,train/good/1_905.bmp
test_normal,0,0.14515188336372375,test/good/test_normal__test__good__4_118.bmp,test/good/4_118.bmp
calib_normal,0,0.3336411714553833,test/good/calib_normal__train__good__2_947.bmp,train/good/2_947.bmp
calib_normal,0,0.2683192193508148,test/good/calib_normal__train__good__1_839.bmp,train/good/1_839.bmp
calib_normal,0,0.2913522720336914,test/good/calib_normal__train__good__2_769.bmp,train/good/2_769.bmp
test_normal,0,0.21315696835517883,test/good/test_normal__test__good__1_859.bmp,test/good/1_859.bmp
test_normal,0,0.2981168031692505,test/good/test_normal__test__good__2_862.bmp,test/good/2_862.bmp
test_normal,0,0.1207500696182251,test/good/test_normal__test__good__1_871.bmp,test/good/1_871.bmp
test_normal,0,0.1546422839164734,test/good/test_normal__test__good__1_720.bmp,test/good/1_720.bmp
calib_normal,0,0.2449665069580078,test/good/calib_normal__train__good__2_791.bmp,train/good/2_791.bmp
test_normal,0,0.270510733127594,test/good/test_normal__test__good__1_750.bmp,test/good/1_750.bmp
test_normal,0,0.21915340423583984,test/good/test_normal__test__good__2_645.bmp,test/good/2_645.bmp
calib_normal,0,0.45950746536254883,test/good/calib_normal__train__good__1_638.bmp,train/good/1_638.bmp
test_normal,0,0.26597195863723755,test/good/test_normal__test__good__2_851.bmp,test/good/2_851.bmp
test_normal,0,0.3112451434135437,test/good/test_normal__test__good__3_134.bmp,test/good/3_134.bmp
test_normal,0,0.3423994183540344,test/good/test_normal__test__good__2_767.bmp,test/good/2_767.bmp
calib_normal,0,0.37713009119033813,test/good/calib_normal__train__good__2_736.bmp,train/good/2_736.bmp
test_normal,0,0.28703564405441284,test/good/test_normal__test__good__2_720.bmp,test/good/2_720.bmp
test_normal,0,0.46310997009277344,test/good/test_normal__test__good__1_718.bmp,test/good/1_718.bmp
test_normal,0,0.2716544270515442,test/good/test_normal__test__good__1_888.bmp,test/good/1_888.bmp
test_normal,0,0.7565670013427734,test/good/test_normal__test__good__1_76.bmp,test/good/1_76.bmp
test_normal,0,0.23596322536468506,test/good/test_normal__test__good__2_760.bmp,test/good/2_760.bmp
test_normal,0,0.7382798194885254,test/good/test_normal__test__good__4_116.bmp,test/good/4_116.bmp
test_normal,0,0.36113637685775757,test/good/test_normal__test__good__3_135.bmp,test/good/3_135.bmp
test_normal,0,0.33795255422592163,test/good/test_normal__test__good__2_814.bmp,test/good/2_814.bmp
test_normal,0,0.3161139488220215,test/good/test_normal__test__good__2_631.bmp,test/good/2_631.bmp
test_normal,0,0.38211750984191895,test/good/test_normal__test__good__4_87.bmp,test/good/4_87.bmp
test_normal,0,0.28803199529647827,test/good/test_normal__test__good__2_685.bmp,test/good/2_685.bmp
calib_normal,0,0.3602418899536133,test/good/calib_normal__train__good__2_635.bmp,train/good/2_635.bmp
calib_normal,0,0.09383302927017212,test/good/calib_normal__train__good__1_890.bmp,train/good/1_890.bmp
test_normal,0,0.16720816493034363,test/good/test_normal__test__good__1_777.bmp,test/good/1_777.bmp
calib_normal,0,0.2530575394630432,test/good/calib_normal__train__good__1_942.bmp,train/good/1_942.bmp
test_normal,0,0.04155471920967102,test/good/test_normal__test__good__1_852.bmp,test/good/1_852.bmp
test_normal,0,0.3110007047653198,test/good/test_normal__test__good__2_766.bmp,test/good/2_766.bmp
calib_normal,0,0.27692699432373047,test/good/calib_normal__train__good__1_749.bmp,train/good/1_749.bmp
calib_normal,0,0.26266634464263916,test/good/calib_normal__train__good__1_850.bmp,train/good/1_850.bmp
calib_normal,0,0.5618311762809753,test/good/calib_normal__train__good__1_721.bmp,train/good/1_721.bmp
calib_normal,0,0.4674309492111206,test/good/calib_normal__train__good__2_111.bmp,train/good/2_111.bmp
test_normal,0,0.495821475982666,test/good/test_normal__test__good__1_747.bmp,test/good/1_747.bmp
test_normal,0,0.046021878719329834,test/good/test_normal__test__good__1_117.bmp,test/good/1_117.bmp
test_normal,0,0.2261926531791687,test/good/test_normal__test__good__4_85.bmp,test/good/4_85.bmp
calib_normal,0,0.33934009075164795,test/good/calib_normal__train__good__2_656.bmp,train/good/2_656.bmp
test_normal,0,0.3532034754753113,test/good/test_normal__test__good__2_775.bmp,test/good/2_775.bmp
test_normal,0,0.09517818689346313,test/good/test_normal__test__good__1_764.bmp,test/good/1_764.bmp
calib_normal,0,0.2660328447818756,test/good/calib_normal__train__good__1_712.bmp,train/good/1_712.bmp
test_normal,0,0.030853629112243652,test/good/test_normal__test__good__1_854.bmp,test/good/1_854.bmp
calib_normal,0,0.38943177461624146,test/good/calib_normal__train__good__1_803.bmp,train/good/1_803.bmp
calib_normal,0,0.15684515237808228,test/good/calib_normal__train__good__1_949.bmp,train/good/1_949.bmp
test_normal,0,0.4386941194534302,test/good/test_normal__test__good__2_115.bmp,test/good/2_115.bmp
test_normal,0,0.20555329322814941,test/good/test_normal__test__good__1_732.bmp,test/good/1_732.bmp
test_normal,0,0.2917217016220093,test/good/test_normal__test__good__1_670.bmp,test/good/1_670.bmp
test_normal,0,0.43660008907318115,test/good/test_normal__test__good__4_70.bmp,test/good/4_70.bmp
calib_normal,0,0.1692679524421692,test/good/calib_normal__train__good__4_72.bmp,train/good/4_72.bmp
test_normal,0,0.4052587151527405,test/good/test_normal__test__good__2_715.bmp,test/good/2_715.bmp
test_normal,0,0.23438936471939087,test/good/test_normal__test__good__2_51.bmp,test/good/2_51.bmp
calib_normal,0,0.16819721460342407,test/good/calib_normal__train__good__1_953.bmp,train/good/1_953.bmp
test_normal,0,0.48296141624450684,test/good/test_normal__test__good__3_70.bmp,test/good/3_70.bmp
test_normal,0,0.20735669136047363,test/good/test_normal__test__good__2_134.bmp,test/good/2_134.bmp
test_normal,0,0.9161719083786011,test/good/test_normal__test__good__3_115.bmp,test/good/3_115.bmp
test_normal,0,0.367695689201355,test/good/test_normal__test__good__2_861.bmp,test/good/2_861.bmp
test_normal,0,0.33578401803970337,test/good/test_normal__test__good__1_77.bmp,test/good/1_77.bmp
test_normal,0,0.25103509426116943,test/good/test_normal__test__good__2_823.bmp,test/good/2_823.bmp
calib_normal,0,0.15293318033218384,test/good/calib_normal__train__good__1_796.bmp,train/good/1_796.bmp
test_normal,0,0.2816973924636841,test/good/test_normal__test__good__2_99.bmp,test/good/2_99.bmp
test_normal,0,0.23997560143470764,test/good/test_normal__test__good__1_841.bmp,test/good/1_841.bmp
test_normal,0,0.2528723478317261,test/good/test_normal__test__good__2_771.bmp,test/good/2_771.bmp
test_normal,0,0.365516722202301,test/good/test_normal__test__good__2_647.bmp,test/good/2_647.bmp
test_normal,0,0.4178653955459595,test/good/test_normal__test__good__2_646.bmp,test/good/2_646.bmp
calib_normal,0,0.3183959722518921,test/good/calib_normal__train__good__1_882.bmp,train/good/1_882.bmp
calib_normal,0,0.22110861539840698,test/good/calib_normal__train__good__1_685.bmp,train/good/1_685.bmp
test_normal,0,0.0718313455581665,test/good/test_normal__test__good__1_674.bmp,test/good/1_674.bmp
test_normal,0,0.3965526223182678,test/good/test_normal__test__good__2_725.bmp,test/good/2_725.bmp
test_normal,0,0.11008155345916748,test/good/test_normal__test__good__1_819.bmp,test/good/1_819.bmp
test_normal,0,0.4318655729293823,test/good/test_normal__test__good__1_70.bmp,test/good/1_70.bmp
calib_normal,0,0.1472235918045044,test/good/calib_normal__train__good__1_742.bmp,train/good/1_742.bmp
test_normal,0,0.1808185875415802,test/good/test_normal__test__good__1_716.bmp,test/good/1_716.bmp
test_normal,0,0.27117598056793213,test/good/test_normal__test__good__1_648.bmp,test/good/1_648.bmp
calib_normal,0,0.2410043478012085,test/good/calib_normal__train__good__2_946.bmp,train/good/2_946.bmp
test_normal,0,0.06678062677383423,test/good/test_normal__test__good__1_708.bmp,test/good/1_708.bmp
calib_normal,0,-0.34969596564769745,test/good/calib_normal__train__good__1_101.bmp,train/good/1_101.bmp
test_normal,0,0.2296338677406311,test/good/test_normal__test__good__4_124.bmp,test/good/4_124.bmp
test_normal,0,0.26413190364837646,test/good/test_normal__test__good__2_802.bmp,test/good/2_802.bmp
calib_normal,0,0.2877424955368042,test/good/calib_normal__train__good__2_765.bmp,train/good/2_765.bmp
test_normal,0,0.48804277181625366,test/good/test_normal__test__good__4_84.bmp,test/good/4_84.bmp
calib_normal,0,0.31801027059555054,test/good/calib_normal__train__good__1_773.bmp,train/good/1_773.bmp
test_normal,0,0.2748677432537079,test/good/test_normal__test__good__1_872.bmp,test/good/1_872.bmp
test_normal,0,0.38224488496780396,test/good/test_normal__test__good__1_826.bmp,test/good/1_826.bmp
test_normal,0,0.32109975814819336,test/good/test_normal__test__good__2_821.bmp,test/good/2_821.bmp
test_normal,0,0.28955912590026855,test/good/test_normal__test__good__2_807.bmp,test/good/2_807.bmp
test_normal,0,0.10219240188598633,test/good/test_normal__test__good__1_816.bmp,test/good/1_816.bmp
test_normal,0,0.18586930632591248,test/good/test_normal__test__good__1_700.bmp,test/good/1_700.bmp
test_normal,0,0.4032912254333496,test/good/test_normal__test__good__3_106.bmp,test/good/3_106.bmp
calib_normal,0,0.27283281087875366,test/good/calib_normal__train__good__1_921.bmp,train/good/1_921.bmp
calib_normal,0,0.263073593378067,test/good/calib_normal__train__good__1_935.bmp,train/good/1_935.bmp
test_normal,0,0.24147635698318481,test/good/test_normal__test__good__1_931.bmp,test/good/1_931.bmp
calib_normal,0,0.1488875150680542,test/good/calib_normal__train__good__1_62.bmp,train/good/1_62.bmp
test_normal,0,0.30219870805740356,test/good/test_normal__test__good__2_667.bmp,test/good/2_667.bmp
test_normal,0,0.08098971843719482,test/good/test_normal__test__good__1_836.bmp,test/good/1_836.bmp
test_normal,0,0.29900479316711426,test/good/test_normal__test__good__2_827.bmp,test/good/2_827.bmp
test_normal,0,0.18707984685897827,test/good/test_normal__test__good__1_676.bmp,test/good/1_676.bmp
calib_normal,0,0.35365307331085205,test/good/calib_normal__train__good__2_748.bmp,train/good/2_748.bmp
test_normal,0,0.9034091234207153,test/good/test_normal__test__good__3_77.bmp,test/good/3_77.bmp
calib_normal,0,0.45171165466308594,test/good/calib_normal__train__good__3_122.bmp,train/good/3_122.bmp
test_normal,0,0.345964252948761,test/good/test_normal__test__good__2_805.bmp,test/good/2_805.bmp
test_normal,0,0.24039223790168762,test/good/test_normal__test__good__1_683.bmp,test/good/1_683.bmp
test_normal,0,0.27279841899871826,test/good/test_normal__test__good__2_694.bmp,test/good/2_694.bmp
test_normal,0,0.31485992670059204,test/good/test_normal__test__good__1_693.bmp,test/good/1_693.bmp
test_normal,0,0.2415374517440796,test/good/test_normal__test__good__1_952.bmp,test/good/1_952.bmp
test_normal,0,0.13283348083496094,test/good/test_normal__test__good__2_662.bmp,test/good/2_662.bmp
test_normal,0,0.0334925651550293,test/good/test_normal__test__good__1_124.bmp,test/good/1_124.bmp
test_normal,0,0.23664212226867676,test/good/test_normal__test__good__1_940.bmp,test/good/1_940.bmp
calib_normal,0,0.3165399432182312,test/good/calib_normal__train__good__2_809.bmp,train/good/2_809.bmp
test_normal,0,0.7171043753623962,test/good/test_normal__test__good__1_110.bmp,test/good/1_110.bmp
test_normal,0,0.8621293902397156,test/good/test_normal__test__good__3_89.bmp,test/good/3_89.bmp
calib_normal,0,0.2438572645187378,test/good/calib_normal__train__good__1_843.bmp,train/good/1_843.bmp
test_normal,0,0.13661450147628784,test/good/test_normal__test__good__1_904.bmp,test/good/1_904.bmp
calib_normal,0,0.28132355213165283,test/good/calib_normal__train__good__2_642.bmp,train/good/2_642.bmp
test_normal,0,0.3798724412918091,test/good/test_normal__test__good__1_698.bmp,test/good/1_698.bmp
calib_normal,0,0.45073795318603516,test/good/calib_normal__train__good__2_632.bmp,train/good/2_632.bmp
test_normal,0,0.5154836177825928,test/good/test_normal__test__good__1_630.bmp,test/good/1_630.bmp
test_normal,0,0.2080991566181183,test/good/test_normal__test__good__1_827.bmp,test/good/1_827.bmp
test_normal,0,0.39218705892562866,test/good/test_normal__test__good__2_838.bmp,test/good/2_838.bmp
test_normal,0,0.4437568187713623,test/good/test_normal__test__good__2_73.bmp,test/good/2_73.bmp
test_normal,0,0.19464129209518433,test/good/test_normal__test__good__1_65.bmp,test/good/1_65.bmp
calib_normal,0,0.3440030813217163,test/good/calib_normal__train__good__2_114.bmp,train/good/2_114.bmp
test_normal,0,0.19436514377593994,test/good/test_normal__test__good__1_769.bmp,test/good/1_769.bmp
test_normal,0,0.3091564178466797,test/good/test_normal__test__good__4_98.bmp,test/good/4_98.bmp
test_normal,0,0.16827797889709473,test/good/test_normal__test__good__1_709.bmp,test/good/1_709.bmp
calib_normal,0,0.41671615839004517,test/good/calib_normal__train__good__4_103.bmp,train/good/4_103.bmp
test_normal,0,0.4401872754096985,test/good/test_normal__test__good__2_701.bmp,test/good/2_701.bmp
test_normal,0,0.10050320625305176,test/good/test_normal__test__good__1_928.bmp,test/good/1_928.bmp
test_normal,0,0.1595999002456665,test/good/test_normal__test__good__1_884.bmp,test/good/1_884.bmp
test_normal,0,0.20410645008087158,test/good/test_normal__test__good__1_877.bmp,test/good/1_877.bmp
test_normal,0,0.132021963596344,test/good/test_normal__test__good__1_646.bmp,test/good/1_646.bmp
test_normal,0,0.5080121755599976,test/good/test_normal__test__good__2_627.bmp,test/good/2_627.bmp
test_normal,0,0.20201343297958374,test/good/test_normal__test__good__2_665.bmp,test/good/2_665.bmp
test_normal,0,0.11379197239875793,test/good/test_normal__test__good__1_879.bmp,test/good/1_879.bmp
test_normal,0,0.1973484754562378,test/good/test_normal__test__good__4_123.bmp,test/good/4_123.bmp
calib_normal,0,0.3545570373535156,test/good/calib_normal__train__good__2_654.bmp,train/good/2_654.bmp
test_normal,0,0.15182393789291382,test/good/test_normal__test__good__1_837.bmp,test/good/1_837.bmp
test_normal,0,0.2614443600177765,test/good/test_normal__test__good__4_130.bmp,test/good/4_130.bmp
test_normal,0,0.27047640085220337,test/good/test_normal__test__good__1_668.bmp,test/good/1_668.bmp
calib_normal,0,0.2789684534072876,test/good/calib_normal__train__good__2_676.bmp,train/good/2_676.bmp
test_normal,0,0.18252336978912354,test/good/test_normal__test__good__1_658.bmp,test/good/1_658.bmp
test_normal,0,0.2845346927642822,test/good/test_normal__test__good__3_120.bmp,test/good/3_120.bmp
calib_normal,0,0.3535001277923584,test/good/calib_normal__train__good__2_681.bmp,train/good/2_681.bmp
calib_normal,0,0.25530514121055603,test/good/calib_normal__train__good__2_133.bmp,train/good/2_133.bmp
calib_normal,0,0.23504507541656494,test/good/calib_normal__train__good__2_671.bmp,train/good/2_671.bmp
test_normal,0,0.33273184299468994,test/good/test_normal__test__good__4_61.bmp,test/good/4_61.bmp
test_normal,0,0.29378241300582886,test/good/test_normal__test__good__3_73.bmp,test/good/3_73.bmp
test_normal,0,0.3002086281776428,test/good/test_normal__test__good__4_83.bmp,test/good/4_83.bmp
test_normal,0,0.2440279722213745,test/good/test_normal__test__good__2_652.bmp,test/good/2_652.bmp
test_normal,0,0.31814515590667725,test/good/test_normal__test__good__2_832.bmp,test/good/2_832.bmp
test_normal,0,0.23321175575256348,test/good/test_normal__test__good__1_873.bmp,test/good/1_873.bmp
calib_normal,0,0.23020917177200317,test/good/calib_normal__train__good__2_683.bmp,train/good/2_683.bmp
calib_normal,0,0.2230634093284607,test/good/calib_normal__train__good__2_852.bmp,train/good/2_852.bmp
test_normal,0,0.33688950538635254,test/good/test_normal__test__good__2_688.bmp,test/good/2_688.bmp
calib_normal,0,1.0966236591339111,test/good/calib_normal__train__good__2_110.bmp,train/good/2_110.bmp
calib_normal,0,0.2514250874519348,test/good/calib_normal__train__good__2_813.bmp,train/good/2_813.bmp
calib_normal,0,0.23205947875976562,test/good/calib_normal__train__good__2_677.bmp,train/good/2_677.bmp
calib_normal,0,0.4150503873825073,test/good/calib_normal__train__good__2_738.bmp,train/good/2_738.bmp
calib_normal,0,0.23542878031730652,test/good/calib_normal__train__good__1_715.bmp,train/good/1_715.bmp
test_normal,0,0.13612616062164307,test/good/test_normal__test__good__1_766.bmp,test/good/1_766.bmp
calib_normal,0,0.3056277632713318,test/good/calib_normal__train__good__1_812.bmp,train/good/1_812.bmp
calib_normal,0,0.10102337598800659,test/good/calib_normal__train__good__1_634.bmp,train/good/1_634.bmp
test_normal,0,0.19127601385116577,test/good/test_normal__test__good__1_797.bmp,test/good/1_797.bmp
test_normal,0,0.13263124227523804,test/good/test_normal__test__good__1_876.bmp,test/good/1_876.bmp
test_normal,0,0.24673521518707275,test/good/test_normal__test__good__1_632.bmp,test/good/1_632.bmp
test_normal,0,0.168476402759552,test/good/test_normal__test__good__4_78.bmp,test/good/4_78.bmp
test_normal,0,0.2697332799434662,test/good/test_normal__test__good__1_805.bmp,test/good/1_805.bmp
test_normal,0,0.38676518201828003,test/good/test_normal__test__good__2_726.bmp,test/good/2_726.bmp
test_normal,0,0.17006492614746094,test/good/test_normal__test__good__1_762.bmp,test/good/1_762.bmp
test_normal,0,0.24871516227722168,test/good/test_normal__test__good__2_797.bmp,test/good/2_797.bmp
test_normal,0,0.36756882071495056,test/good/test_normal__test__good__2_103.bmp,test/good/2_103.bmp
test_normal,0,0.14894574880599976,test/good/test_normal__test__good__1_823.bmp,test/good/1_823.bmp
test_normal,0,0.2515764832496643,test/good/test_normal__test__good__2_849.bmp,test/good/2_849.bmp
calib_normal,0,0.26839372515678406,test/good/calib_normal__train__good__2_824.bmp,train/good/2_824.bmp
test_normal,0,0.1270630657672882,test/good/test_normal__test__good__1_627.bmp,test/good/1_627.bmp
test_normal,0,0.5227218270301819,test/good/test_normal__test__good__2_638.bmp,test/good/2_638.bmp
test_normal,0,0.37460100650787354,test/good/test_normal__test__good__3_102.bmp,test/good/3_102.bmp
test_normal,0,0.22715434432029724,test/good/test_normal__test__good__1_818.bmp,test/good/1_818.bmp
test_normal,0,0.23839491605758667,test/good/test_normal__test__good__1_828.bmp,test/good/1_828.bmp
calib_normal,0,0.44075047969818115,test/good/calib_normal__train__good__4_82.bmp,train/good/4_82.bmp
calib_normal,0,0.3023930788040161,test/good/calib_normal__train__good__1_896.bmp,train/good/1_896.bmp
test_normal,0,0.3133580684661865,test/good/test_normal__test__good__4_100.bmp,test/good/4_100.bmp
calib_normal,0,0.17195039987564087,test/good/calib_normal__train__good__2_714.bmp,train/good/2_714.bmp
test_normal,0,0.25987952947616577,test/good/test_normal__test__good__1_746.bmp,test/good/1_746.bmp
test_normal,0,0.25487732887268066,test/good/test_normal__test__good__2_735.bmp,test/good/2_735.bmp
test_normal,0,0.2912442088127136,test/good/test_normal__test__good__2_648.bmp,test/good/2_648.bmp
calib_normal,0,0.2570110559463501,test/good/calib_normal__train__good__2_704.bmp,train/good/2_704.bmp
test_normal,0,0.18625247478485107,test/good/test_normal__test__good__4_119.bmp,test/good/4_119.bmp
test_normal,0,0.25144654512405396,test/good/test_normal__test__good__1_900.bmp,test/good/1_900.bmp
calib_normal,0,0.19278275966644287,test/good/calib_normal__train__good__2_742.bmp,train/good/2_742.bmp
test_normal,0,0.23065823316574097,test/good/test_normal__test__good__1_682.bmp,test/good/1_682.bmp
test_normal,0,0.2201513946056366,test/good/test_normal__test__good__4_75.bmp,test/good/4_75.bmp
test_anomaly,1,0.9430258274078369,test/defect/test_anomaly__test__defect__2_950.bmp,test/defect/2_950.bmp
test_anomaly,1,1.1980916261672974,test/defect/test_anomaly__test__defect__4_79.bmp,test/defect/4_79.bmp
