role,label,score,source_rel
test_normal,0,1.1361414194107056,test/good/1_110.bmp
test_normal,0,0.8198434710502625,test/good/1_117.bmp
test_normal,0,0.871847927570343,test/good/1_124.bmp
test_normal,0,0.970445454120636,test/good/1_61.bmp
test_normal,0,0.9881973266601562,test/good/1_627.bmp
test_normal,0,1.2188161611557007,test/good/1_630.bmp
test_normal,0,1.0367637872695923,test/good/1_632.bmp
test_normal,0,0.9130367636680603,test/good/1_646.bmp
test_normal,0,1.0190339088439941,test/good/1_648.bmp
test_normal,0,1.21635901927948,test/good/1_65.bmp
test_normal,0,0.9465636014938354,test/good/1_658.bmp
test_normal,0,1.000227689743042,test/good/1_668.bmp
test_normal,0,0.9567410945892334,test/good/1_670.bmp
test_normal,0,0.9267947673797607,test/good/1_674.bmp
test_normal,0,0.9112653732299805,test/good/1_676.bmp
test_normal,0,0.9387369155883789,test/good/1_682.bmp
test_normal,0,1.0383449792861938,test/good/1_683.bmp
test_normal,0,0.9896024465560913,test/good/1_693.bmp
test_normal,0,0.95415860414505,test/good/1_698.bmp
test_normal,0,1.0818802118301392,test/good/1_70.bmp
test_normal,0,0.894565761089325,test/good/1_700.bmp
test_normal,0,0.9777452349662781,test/good/1_704.bmp
test_normal,0,0.9259317517280579,test/good/1_708.bmp
test_normal,0,0.9359156489372253,test/good/1_709.bmp
test_normal,0,0.9037779569625854,test/good/1_716.bmp
test_normal,0,1.2398321628570557,test/good/1_718.bmp
test_normal,0,0.9191685914993286,test/good/1_720.bmp
test_normal,0,0.878188967704773,test/good/1_732.bmp
test_normal,0,0.9794719815254211,test/good/1_746.bmp
test_normal,0,1.522089958190918,test/good/1_747.bmp
test_normal,0,0.952535092830658,test/good/1_750.bmp
test_normal,0,1.4797241687774658,test/good/1_76.bmp
test_normal,0,0.9397481679916382,test/good/1_762.bmp
test_normal,0,0.8819524645805359,test/good/1_764.bmp
test_normal,0,0.929323136806488,test/good/1_766.bmp
test_normal,0,0.8931713700294495,test/good/1_769.bmp
test_normal,0,1.0172282457351685,test/good/1_77.bmp
test_normal,0,0.9317018389701843,test/good/1_777.bmp
test_normal,0,0.8697838187217712,test/good/1_797.bmp
test_normal,0,0.854424774646759,test/good/1_805.bmp
test_normal,0,0.910386860370636,test/good/1_816.bmp
test_normal,0,0.8822526931762695,test/good/1_818.bmp
test_normal,0,1.0934256315231323,test/good/1_819.bmp
test_normal,0,0.9169220328330994,test/good/1_823.bmp
test_normal,0,1.1233413219451904,test/good/1_826.bmp
test_normal,0,0.8990319967269897,test/good/1_827.bmp
test_normal,0,0.9560200572013855,test/good/1_828.bmp
test_normal,0,0.9504153728485107,test/good/1_831.bmp
test_normal,0,0.9039523005485535,test/good/1_836.bmp
test_normal,0,0.8758891820907593,test/good/1_837.bmp
test_normal,0,0.9202483892440796,test/good/1_841.bmp
test_normal,0,0.9067440629005432,test/good/1_852.bmp
test_normal,0,0.8814677000045776,test/good/1_854.bmp
test_normal,0,0.9246857166290283,test/good/1_859.bmp
test_normal,0,0.9704097509384155,test/good/1_871.bmp
test_normal,0,0.987072229385376,test/good/1_872.bmp
test_normal,0,0.9910420775413513,test/good/1_873.bmp
test_normal,0,0.868593692779541,test/good/1_876.bmp
test_normal,0,0.9083861708641052,test/good/1_877.bmp
test_normal,0,0.9007419347763062,test/good/1_879.bmp
test_normal,0,0.9517464637756348,test/good/1_884.bmp
test_normal,0,0.8540070056915283,test/good/1_888.bmp
test_normal,0,1.0013220310211182,test/good/1_900.bmp
test_normal,0,0.9143592119216919,test/good/1_904.bmp
test_normal,0,0.8020602464675903,test/good/1_928.bmp
test_normal,0,0.9233408570289612,test/good/1_931.bmp
test_normal,0,0.9232512712478638,test/good/1_940.bmp
test_normal,0,0.8617955446243286,test/good/1_952.bmp
test_normal,0,0.9311656951904297,test/good/2_103.bmp
test_normal,0,1.091077446937561,test/good/2_115.bmp
test_normal,0,0.8979600071907043,test/good/2_134.bmp
test_normal,0,0.9246514439582825,test/good/2_51.bmp
test_normal,0,1.1622655391693115,test/good/2_627.bmp
test_normal,0,0.9530054330825806,test/good/2_631.bmp
test_normal,0,1.276589274406433,test/good/2_638.bmp
test_normal,0,0.925106406211853,test/good/2_645.bmp
test_normal,0,0.9313963651657104,test/good/2_646.bmp
test_normal,0,0.9492523074150085,test/good/2_647.bmp
test_normal,0,1.0848661661148071,test/good/2_648.bmp
test_normal,0,0.9707472920417786,test/good/2_652.bmp
test_normal,0,0.943716824054718,test/good/2_662.bmp
test_normal,0,0.9494045972824097,test/good/2_665.bmp
test_normal,0,0.9474520087242126,test/good/2_667.bmp
test_normal,0,0.9487332701683044,test/good/2_685.bmp
test_normal,0,1.0791839361190796,test/good/2_688.bmp
test_normal,0,1.005372166633606,test/good/2_694.bmp
test_normal,0,0.9684178233146667,test/good/2_701.bmp
test_normal,0,0.9571030735969543,test/good/2_715.bmp
test_normal,0,0.9780589938163757,test/good/2_720.bmp
test_normal,0,0.919988751411438,test/good/2_725.bmp
test_normal,0,0.9677516222000122,test/good/2_726.bmp
test_normal,0,0.9589099884033203,test/good/2_73.bmp
test_normal,0,0.9590362310409546,test/good/2_735.bmp
test_normal,0,0.9602906703948975,test/good/2_760.bmp
test_normal,0,0.9889557361602783,test/good/2_766.bmp
test_normal,0,0.9348897337913513,test/good/2_767.bmp
test_normal,0,0.9851067662239075,test/good/2_771.bmp
test_normal,0,0.9326000213623047,test/good/2_775.bmp
test_normal,0,0.9254011511802673,test/good/2_797.bmp
test_normal,0,0.9675149321556091,test/good/2_802.bmp
test_normal,0,1.0098683834075928,test/good/2_805.bmp
test_normal,0,0.9765617847442627,test/good/2_807.bmp
test_normal,0,1.0524287223815918,test/good/2_814.bmp
test_normal,0,0.9661014080047607,test/good/2_821.bmp
test_normal,0,0.9833626747131348,test/good/2_823.bmp
test_normal,0,0.9434359073638916,test/good/2_827.bmp
test_normal,0,0.9801322817802429,test/good/2_832.bmp
test_normal,0,0.9708192348480225,test/good/2_838.bmp
test_normal,0,0.9374414086341858,test/good/2_849.bmp
test_normal,0,0.9433490633964539,test/good/2_851.bmp
test_normal,0,0.951739490032196,test/good/2_861.bmp
test_normal,0,0.9663113951683044,test/good/2_862.bmp
test_normal,0,0.9504178762435913,test/good/2_99.bmp
test_normal,0,1.0529335737228394,test/good/3_102.bmp
test_normal,0,0.978256344795227,test/good/3_106.bmp
test_normal,0,1.3075180053710938,test/good/3_115.bmp
test_normal,0,1.01165771484375,test/good/3_120.bmp
test_normal,0,1.0255581140518188,test/good/3_134.bmp
test_normal,0,1.0155160427093506,test/good/3_135.bmp
test_normal,0,1.006303071975708,test/good/3_70.bmp
test_normal,0,0.911137044429779,test/good/3_73.bmp
test_normal,0,1.7421332597732544,test/good/3_77.bmp
test_normal,0,1.3169364929199219,test/good/3_89.bmp
test_normal,0,1.1031934022903442,test/good/4_100.bmp
test_normal,0,1.6888618469238281,test/good/4_107.bmp
test_normal,0,1.4929171800613403,test/good/4_116.bmp
test_normal,0,0.8576018214225769,test/good/4_118.bmp
test_normal,0,0.9450302720069885,test/good/4_119.bmp
test_normal,0,0.8508687019348145,test/good/4_123.bmp
test_normal,0,0.884102463722229,test/good/4_124.bmp
test_normal,0,0.9232392311096191,test/good/4_130.bmp
test_normal,0,1.0558719635009766,test/good/4_61.bmp
test_normal,0,0.9867779612541199,test/good/4_70.bmp
test_normal,0,0.9616667032241821,test/good/4_75.bmp
test_normal,0,0.9556304216384888,test/good/4_78.bmp
test_normal,0,1.0306577682495117,test/good/4_83.bmp
test_normal,0,0.9648798108100891,test/good/4_84.bmp
test_normal,0,1.1493371725082397,test/good/4_85.bmp
test_normal,0,1.1683504581451416,test/good/4_87.bmp
test_normal,0,0.9561432600021362,test/good/4_98.bmp
test_anomaly,1,1.252851128578186,test/defect/1_100.bmp
test_anomaly,1,1.3459738492965698,test/defect/1_103.bmp
test_anomaly,1,0.9935822486877441,test/defect/1_105.bmp
test_anomaly,1,1.2491233348846436,test/defect/1_106.bmp
test_anomaly,1,1.0264594554901123,test/defect/1_107.bmp
test_anomaly,1,1.7179687023162842,test/defect/1_109.bmp
test_anomaly,1,1.4694840908050537,test/defect/1_111.bmp
test_anomaly,1,1.3757073879241943,test/defect/1_113.bmp
test_anomaly,1,1.3941227197647095,test/defect/1_116.bmp
test_anomaly,1,1.7368159294128418,test/defect/1_120.bmp
test_anomaly,1,1.2396423816680908,test/defect/1_121.bmp
test_anomaly,1,1.7308111190795898,test/defect/1_125.bmp
test_anomaly,1,1.2465159893035889,test/defect/1_126.bmp
test_anomaly,1,1.82729971408844,test/defect/1_130.bmp
test_anomaly,1,1.5003700256347656,test/defect/1_131.bmp
test_anomaly,1,1.8396129608154297,test/defect/1_136.bmp
test_anomaly,1,1.5594347715377808,test/defect/1_138.bmp
test_anomaly,1,0.9988623261451721,test/defect/1_140.bmp
test_anomaly,1,1.6228017807006836,test/defect/1_54.bmp
test_anomaly,1,1.4018222093582153,test/defect/1_55.bmp
test_anomaly,1,1.4096686840057373,test/defect/1_57.bmp
test_anomaly,1,1.7539489269256592,test/defect/1_59.bmp
test_anomaly,1,1.6458041667938232,test/defect/1_60.bmp
test_anomaly,1,1.5428255796432495,test/defect/1_63.bmp
test_anomaly,1,0.9099221229553223,test/defect/1_636.bmp
test_anomaly,1,1.1355170011520386,test/defect/1_637.bmp
test_anomaly,1,1.316490888595581,test/defect/1_64.bmp
test_anomaly,1,1.4894760847091675,test/defect/1_660.bmp
test_anomaly,1,1.561462163925171,test/defect/1_67.bmp
test_anomaly,1,1.2531465291976929,test/defect/1_691.bmp
test_anomaly,1,0.9519821405410767,test/defect/1_697.bmp
test_anomaly,1,1.4360767602920532,test/defect/1_699.bmp
test_anomaly,1,1.030158281326294,test/defect/1_727.bmp
test_anomaly,1,1.0886032581329346,test/defect/1_730.bmp
test_anomaly,1,1.1193102598190308,test/defect/1_739.bmp
test_anomaly,1,1.3950601816177368,test/defect/1_78.bmp
test_anomaly,1,0.9688062071800232,test/defect/1_798.bmp
test_anomaly,1,1.3897453546524048,test/defect/1_80.bmp
test_anomaly,1,1.608987808227539,test/defect/1_82.bmp
test_anomaly,1,1.024240493774414,test/defect/1_822.bmp
test_anomaly,1,1.263339638710022,test/defect/1_83.bmp
test_anomaly,1,1.74274742603302,test/defect/1_84.bmp
test_anomaly,1,1.2756606340408325,test/defect/1_86.bmp
test_anomaly,1,1.0159741640090942,test/defect/1_865.bmp
test_anomaly,1,1.1821943521499634,test/defect/1_874.bmp
test_anomaly,1,1.3267961740493774,test/defect/1_881.bmp
test_anomaly,1,1.4198917150497437,test/defect/1_885.bmp
test_anomaly,1,1.6227304935455322,test/defect/1_89.bmp
test_anomaly,1,1.7640951871871948,test/defect/1_90.bmp
test_anomaly,1,1.3700443506240845,test/defect/1_909.bmp
test_anomaly,1,1.320630669593811,test/defect/1_92.bmp
test_anomaly,1,1.1029434204101562,test/defect/1_926.bmp
test_anomaly,1,1.0171746015548706,test/defect/1_929.bmp
test_anomaly,1,1.1443935632705688,test/defect/1_93.bmp
test_anomaly,1,0.9129014015197754,test/defect/1_930.bmp
test_anomaly,1,1.4277739524841309,test/defect/1_950.bmp
test_anomaly,1,1.2355293035507202,test/defect/1_97.bmp
test_anomaly,1,1.0042011737823486,test/defect/2_100.bmp
test_anomaly,1,1.5318843126296997,test/defect/2_101.bmp
test_anomaly,1,1.3329942226409912,test/defect/2_104.bmp
test_anomaly,1,1.469672679901123,test/defect/2_105.bmp
